id_freelancer;id_trabajo;id_cliente;id_plataforma;Last_Name;Name;Fecha_inicio;Fecha_finalizacion;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend
60;166;166;166;Cook;Sandra;07/11/2023;25/02/2025;Graphic Design;PeoplePerHour;Beginner;USA;Mobile Banking;294;336;671;9177;33;71;Hourly;172;181
61;167;167;167;Morris;Samuel;28/09/2023;09/12/2024;Graphic Design;PeoplePerHour;Expert;Europe;Crypto;258;8691;8463;6604;388;27;Fixed;1882;158
62;168;168;168;Diaz;Virginia;18/03/2023;09/02/2025;Content Writing;Freelancer;Beginner;Canada;Mobile Banking;91;6636;9397;5933;423;10;Hourly;7854;352
63;169;169;169;James;Jackie;31/03/2023;16/01/2025;SEO;Toptal;Beginner;Canada;Crypto;185;5353;3515;5204;317;43;Hourly;5717;307
64;170;170;170;Martinez;Jason;03/12/2023;28/09/2024;Graphic Design;Upwork;Intermediate;Asia;Crypto;29;3166;1977;7954;476;55;Fixed;6928;477
65;171;171;171;Taylor;Craig;30/01/2023;05/06/2024;Customer Support;Freelancer;Intermediate;Asia;Mobile Banking;226;5924;1201;8388;461;71;Hourly;327;286
66;172;172;172;Allen;Ruth;11/08/2023;30/10/2024;Content Writing;Upwork;Expert;UK;Mobile Banking;53;7020;7514;5083;401;6;Fixed;5735;161
67;173;173;173;Clark;Brenda;22/08/2023;06/03/2024;App Development;Freelancer;Beginner;Middle East;PayPal;179;8198;8054;756;493;6;Hourly;516;262
68;174;174;174;Adams;Doris;03/11/2023;17/11/2024;Web Development;Upwork;Beginner;Asia;Bank Transfer;278;8494;4389;6132;384;77;Hourly;5222;216
69;175;175;175;Lopez;Gary;08/05/2023;04/03/2024;Graphic Design;Freelancer;Intermediate;Australia;PayPal;39;9661;4261;8226;497;48;Hourly;5778;399
70;176;176;176;Walker;Jacqueline;08/11/2023;31/08/2024;Customer Support;PeoplePerHour;Intermediate;Europe;Bank Transfer;221;1285;9565;5872;434;77;Hourly;5028;405
71;177;177;177;White;Louis;09/07/2023;25/10/2024;Web Development;Fiverr;Expert;Australia;Bank Transfer;213;1049;9208;8455;427;2;Hourly;4003;483
72;178;178;178;Young;Tammy;01/01/2023;01/01/2025;Web Development;PeoplePerHour;Beginner;Canada;PayPal;164;3810;2716;6934;333;83;Fixed;2931;180
73;179;179;179;Hernandez;Henry;20/11/2023;16/03/2024;SEO;Upwork;Intermediate;Australia;PayPal;11;4166;7918;9684;476;51;Hourly;638;90
74;180;180;180;Hall;Susan;03/07/2023;07/01/2025;Graphic Design;Toptal;Expert;USA;Bank Transfer;273;4461;6416;5688;385;61;Fixed;2584;16
75;181;181;181;Roberts;Donald;10/11/2023;18/11/2024;Web Development;PeoplePerHour;Beginner;Europe;Bank Transfer;130;5607;1965;6705;332;19;Hourly;5846;124
76;182;182;182;Miller;Christine;18/08/2023;08/04/2024;SEO;Fiverr;Beginner;Australia;Bank Transfer;94;9688;3889;5567;303;2;Hourly;2633;259
77;183;183;183;Nelson;Arthur;30/01/2023;18/02/2025;SEO;Upwork;Intermediate;USA;Crypto;46;5402;2186;9623;412;51;Hourly;5377;444
78;184;184;184;Evans;Teresa;18/04/2023;02/01/2024;Graphic Design;PeoplePerHour;Expert;UK;Bank Transfer;163;3733;3304;9387;405;26;Fixed;623;377
79;185;185;185;Allen;Douglas;19/11/2023;22/09/2024;SEO;Freelancer;Intermediate;Australia;Mobile Banking;206;2311;6345;629;444;70;Hourly;2531;354
80;186;186;186;Garcia;Albert;28/12/2023;24/02/2025;Graphic Design;Toptal;Expert;Europe;Mobile Banking;286;1903;4065;830;478;20;Hourly;142;488
81;187;187;187;Collins;Jack;07/09/2023;19/11/2024;Customer Support;Upwork;Beginner;USA;Mobile Banking;292;8841;4244;9086;316;23;Fixed;1917;213
82;188;188;188;Russell;Martha;06/02/2023;04/02/2025;Graphic Design;PeoplePerHour;Expert;Australia;PayPal;95;6945;5627;7776;446;54;Fixed;5242;238
83;189;189;189;Ramirez;George;29/01/2023;27/01/2024;Data Entry;Upwork;Expert;UK;PayPal;129;3040;1329;7648;337;15;Fixed;6946;179
84;190;190;190;Parker;Judy;02/05/2023;12/12/2024;Web Development;Freelancer;Expert;Australia;PayPal;130;912;7519;6209;472;6;Hourly;1315;418
85;191;191;191;Brooks;Dennis;24/05/2023;18/12/2024;Customer Support;Fiverr;Expert;USA;Bank Transfer;56;4577;4316;5466;464;35;Hourly;6139;171
86;192;192;192;Watson;Barbara;01/04/2023;26/11/2024;Digital Marketing;PeoplePerHour;Expert;Australia;Mobile Banking;107;1269;5064;9486;408;75;Hourly;3389;142
87;193;193;193;Burns;Daniel;29/01/2023;26/01/2024;Graphic Design;Upwork;Intermediate;Europe;Bank Transfer;191;3845;9756;9502;442;8;Hourly;435;316
88;194;194;194;Baker;Nancy;23/12/2023;01/02/2024;Web Development;Upwork;Expert;Canada;Crypto;209;577;3771;8166;363;57;Fixed;7502;243
89;195;195;195;Watson;Brandon;27/01/2023;14/12/2024;App Development;Upwork;Expert;USA;Crypto;18;7419;6658;6695;394;50;Fixed;3324;231
90;196;196;196;Harris;Patricia;31/03/2023;06/08/2024;SEO;Fiverr;Beginner;USA;PayPal;108;2972;4229;6746;464;49;Hourly;4257;171
91;197;197;197;Martinez;Victor;26/11/2023;26/01/2024;Content Writing;Upwork;Expert;USA;Crypto;121;5899;8996;863;392;88;Fixed;1096;276
92;198;198;198;Evans;Rachel;20/02/2023;21/06/2024;Graphic Design;Toptal;Beginner;USA;Mobile Banking;97;1212;8544;9486;372;21;Fixed;1571;76
93;199;199;199;Collins;Henry;04/06/2023;10/06/2024;SEO;Toptal;Intermediate;Australia;Crypto;148;896;2795;9435;399;36;Fixed;281;302
94;200;200;200;Gonzalez;Betty;02/02/2023;07/10/2024;SEO;Upwork;Intermediate;Europe;PayPal;114;7009;7072;8899;466;71;Hourly;1195;330
95;201;201;201;Wright;Steven;13/03/2023;14/03/2024;SEO;Toptal;Expert;UK;Bank Transfer;167;3136;1119;821;367;69;Fixed;542;48
96;202;202;202;Perry;Maria;20/01/2023;18/03/2024;SEO;PeoplePerHour;Intermediate;Europe;Crypto;57;3333;965;5421;335;58;Hourly;3985;436
97;203;203;203;Cole;Charles;12/01/2023;13/07/2024;SEO;Toptal;Expert;USA;Mobile Banking;7;3373;3815;5808;442;63;Hourly;4837;247
98;204;204;204;Mitchell;Lori;09/11/2023;25/05/2024;Graphic Design;Upwork;Intermediate;Middle East;Mobile Banking;72;495;8403;9493;465;16;Hourly;2223;282
99;205;205;205;Ward;Paul;29/10/2023;21/05/2024;App Development;Freelancer;Expert;Australia;Mobile Banking;250;1075;3525;8032;32;6;Fixed;3072;286
100;206;206;206;Gonzalez;Katie;23/06/2023;06/09/2024;Digital Marketing;PeoplePerHour;Expert;Middle East;Bank Transfer;142;1409;6511;5046;348;78;Fixed;5647;427
101;207;207;207;Perez;Adam;14/04/2023;08/08/2024;Data Entry;Fiverr;Beginner;Australia;Mobile Banking;291;8260;9844;5507;328;52;Fixed;7757;31
102;208;208;208;Simmons;Shannon;19/02/2023;14/01/2025;SEO;Upwork;Beginner;USA;PayPal;70;6163;8829;8318;37;2;Fixed;1353;499
103;209;209;209;Brown;Daniel;31/08/2023;27/07/2024;SEO;Fiverr;Beginner;Australia;PayPal;159;8802;2023;5025;39;89;Hourly;7233;157
104;210;210;210;Robinson;Lillian;05/01/2023;21/08/2024;Data Entry;Freelancer;Beginner;USA;Mobile Banking;91;521;5701;5804;45;77;Hourly;5038;17
105;211;211;211;King;Robert;20/11/2023;07/11/2024;App Development;Fiverr;Expert;Europe;Crypto;37;77;3811;7744;43;18;Hourly;4947;380
106;212;212;212;Johnson;Linda;15/06/2023;13/08/2024;Customer Support;Upwork;Intermediate;Asia;Mobile Banking;72;8801;4626;8459;424;81;Fixed;4502;62
1;213;213;213;Smith;James;07/09/2023;03/06/2024;Web Development;Upwork;Beginner;Canada;PayPal;191;3286;3684;826;37;76;Fixed;1486;127
2;214;214;214;Johnson;Mary;15/09/2023;29/11/2024;App Development;Freelancer;Beginner;Australia;PayPal;196;9186;3692;6121;468;35;Fixed;1629;15
3;215;215;215;Williams;John;10/08/2023;10/02/2025;Web Development;Upwork;Beginner;USA;PayPal;217;3998;5654;8561;394;86;Hourly;5206;162
4;216;216;216;Jones;Patricia;05/10/2023;18/08/2024;Data Entry;Freelancer;Intermediate;Middle East;Crypto;92;6222;2324;6186;496;39;Hourly;3387;445
5;217;217;217;Brown;Robert;26/02/2023;02/03/2024;Digital Marketing;Freelancer;Expert;USA;Crypto;112;2029;5605;6627;427;1;Fixed;7421;250
6;218;218;218;Miller;Jennifer;09/06/2023;15/09/2024;Customer Support;Upwork;Beginner;Middle East;Crypto;244;4971;315;8732;325;37;Hourly;3846;136
7;219;219;219;Davis;Michael;11/08/2023;17/01/2025;Web Development;Toptal;Beginner;Australia;PayPal;220;9057;3245;8248;435;21;Hourly;2003;317
8;220;220;220;Wilson;Linda;15/03/2023;02/09/2024;Data Entry;Freelancer;Beginner;UK;Bank Transfer;181;2376;7518;9246;365;1;Fixed;6003;294
9;221;221;221;Moore;William;10/12/2023;22/09/2024;Content Writing;Upwork;Intermediate;Middle East;Mobile Banking;57;2380;781;8288;437;4;Fixed;3053;178
10;222;222;222;Taylor;Elizabeth;22/09/2023;08/05/2024;Data Entry;Toptal;Beginner;USA;Mobile Banking;53;7696;4119;7842;314;58;Hourly;4678;228
11;223;223;223;Anderson;David;17/05/2023;06/12/2024;App Development;Freelancer;Beginner;Australia;PayPal;118;1052;4372;5468;335;1;Fixed;5885;370
12;224;224;224;Thomas;Susan;09/11/2023;09/05/2024;Customer Support;Toptal;Intermediate;USA;Crypto;99;9784;5109;6839;471;13;Hourly;7302;393
13;225;225;225;Jackson;Richard;09/03/2023;02/12/2024;Customer Support;PeoplePerHour;Intermediate;UK;Bank Transfer;29;6498;6856;6326;345;46;Fixed;6545;179
14;226;226;226;White;Jessica;17/04/2023;28/12/2024;Data Entry;PeoplePerHour;Beginner;Canada;Bank Transfer;136;6887;4012;622;467;47;Hourly;5735;395
15;227;227;227;Harris;Charles;14/10/2023;28/07/2024;App Development;Toptal;Beginner;Asia;Crypto;183;6517;2525;9865;356;81;Fixed;5757;71
16;228;228;228;Martin;Sarah;28/11/2023;16/01/2024;Data Entry;Freelancer;Intermediate;Asia;Mobile Banking;149;9471;8906;6965;429;76;Fixed;7621;317
17;229;229;229;Thompson;Joseph;15/11/2023;26/06/2024;Customer Support;Upwork;Expert;UK;Mobile Banking;202;7404;982;946;439;7;Fixed;3071;386
18;230;230;230;Garcia;Karen;02/06/2023;02/05/2024;Customer Support;Fiverr;Intermediate;Europe;Bank Transfer;88;2579;69;8156;403;51;Hourly;1008;82
19;231;231;231;Martinez;Thomas;12/03/2023;05/02/2025;Graphic Design;Upwork;Expert;Australia;Bank Transfer;161;1480;5691;8974;361;3;Hourly;2904;378
20;232;232;232;Roberts;Nancy;02/07/2023;26/01/2024;Data Entry;Fiverr;Beginner;UK;Crypto;89;3962;3746;7513;343;50;Fixed;2525;394
21;233;233;233;Clark;Christopher;23/12/2023;14/01/2025;SEO;Fiverr;Beginner;Canada;Mobile Banking;257;1582;3131;7885;307;26;Hourly;5633;135
22;234;234;234;Rodriguez;Betty;08/04/2023;27/01/2025;Data Entry;Freelancer;Expert;USA;Bank Transfer;76;1942;3689;7463;361;31;Hourly;5436;217
23;235;235;235;Lewis;Daniel;18/06/2023;26/12/2024;Customer Support;Toptal;Intermediate;Australia;Mobile Banking;227;1471;6569;5976;431;62;Fixed;5154;108
24;236;236;236;Lee;Helen;14/02/2023;17/01/2024;Graphic Design;Upwork;Beginner;Middle East;Bank Transfer;280;8632;2312;8612;488;26;Fixed;1114;377
25;237;237;237;Walker;Paul;08/03/2023;11/02/2025;Graphic Design;Toptal;Expert;UK;Crypto;287;5818;9172;6404;474;67;Fixed;6101;406
26;238;238;238;Hall;Sandra;30/11/2023;24/08/2024;Content Writing;PeoplePerHour;Intermediate;Canada;Mobile Banking;268;2868;4928;5122;453;55;Hourly;3265;118
27;239;239;239;Allen;Mark;11/08/2023;19/04/2024;App Development;Freelancer;Expert;UK;Bank Transfer;250;5667;3593;8227;458;28;Fixed;5655;393
28;240;240;240;Young;Ashley;09/02/2023;28/12/2024;Digital Marketing;Freelancer;Intermediate;Europe;Bank Transfer;65;1245;7773;5886;433;44;Hourly;4896;17
29;241;241;241;King;Donald;27/11/2023;20/08/2024;Web Development;PeoplePerHour;Intermediate;Asia;Bank Transfer;263;6279;655;9702;352;81;Hourly;3399;331
30;242;242;242;Scott;Dorothy;04/01/2023;17/03/2024;Web Development;Upwork;Intermediate;Asia;Bank Transfer;11;9099;4603;977;481;38;Hourly;1942;422
31;243;243;243;Green;George;03/09/2023;09/01/2025;Data Entry;PeoplePerHour;Intermediate;Australia;Crypto;192;5355;3875;9574;434;30;Fixed;1661;153
32;244;244;244;Adams;Deborah;04/03/2023;16/10/2024;Content Writing;Upwork;Expert;USA;Mobile Banking;8;9758;3713;6851;412;66;Fixed;6821;10
33;245;245;245;Baker;Edward;27/07/2023;30/05/2024;Data Entry;Fiverr;Expert;Canada;Mobile Banking;235;8127;3702;5077;322;8;Hourly;7429;137
34;246;246;246;Nelson;Helen;06/03/2023;25/06/2024;Web Development;Freelancer;Expert;UK;PayPal;137;9395;797;9642;389;14;Hourly;5549;386
35;247;247;247;Carter;Steven;19/01/2023;01/03/2024;App Development;Upwork;Expert;Australia;Mobile Banking;129;892;1945;7141;392;62;Fixed;1724;61
36;248;248;248;Mitchell;Emily;27/08/2023;25/08/2024;Customer Support;Toptal;Expert;UK;PayPal;19;5250;1848;9833;473;75;Fixed;3814;70
37;249;249;249;Perez;Brian;06/12/2023;10/05/2024;App Development;Toptal;Intermediate;Australia;Bank Transfer;17;5971;9892;9818;409;63;Fixed;6103;60
38;250;250;250;Roberts;Melissa;23/09/2023;06/07/2024;App Development;Freelancer;Beginner;Asia;Crypto;122;9924;711;9265;376;79;Fixed;6459;131
39;251;251;251;Evans;Jack;30/12/2023;04/02/2025;Graphic Design;PeoplePerHour;Beginner;Europe;Crypto;244;344;2087;6472;495;66;Fixed;1828;60
40;252;252;252;Gonzalez;Amy;15/10/2023;24/02/2025;Customer Support;PeoplePerHour;Expert;UK;Bank Transfer;267;6147;9755;6925;322;40;Fixed;100;487
41;253;253;253;Nelson;Kevin;26/03/2023;17/01/2025;Digital Marketing;Upwork;Expert;Europe;PayPal;10;6462;6468;9256;385;13;Fixed;5985;391
42;254;254;254;Carter;Debra;24/10/2023;05/08/2024;Customer Support;PeoplePerHour;Beginner;Middle East;Bank Transfer;235;8886;4781;6585;308;17;Fixed;3496;357
43;255;255;255;Morris;Andrew;21/11/2023;22/04/2024;Content Writing;Freelancer;Intermediate;Middle East;Crypto;34;6728;1248;5847;448;15;Fixed;2781;268
44;256;256;256;Wright;Stephanie;20/02/2023;29/11/2024;Graphic Design;Upwork;Expert;Asia;Crypto;26;5070;6862;7784;484;33;Hourly;109;11
45;257;257;257;Martinez;Joshua;09/04/2023;10/11/2024;Digital Marketing;Fiverr;Intermediate;Canada;Mobile Banking;160;5793;1809;9681;356;16;Fixed;4782;34
46;258;258;258;Hughes;Barbara;19/10/2023;30/03/2024;Content Writing;PeoplePerHour;Beginner;Europe;PayPal;122;160;6876;848;472;13;Fixed;6958;485
47;259;259;259;King;Frank;19/09/2023;17/02/2024;Content Writing;PeoplePerHour;Beginner;Australia;Mobile Banking;197;8825;9802;785;358;86;Hourly;7703;437
48;260;260;260;Perez;Cynthia;12/04/2023;09/08/2024;Web Development;Upwork;Expert;Canada;Crypto;199;9728;5554;5486;482;23;Fixed;496;50
49;261;261;261;Young;Ryan;17/07/2023;09/01/2025;Graphic Design;Toptal;Intermediate;UK;Crypto;172;4914;2534;8075;451;36;Fixed;4601;42
50;262;262;262;Bennett;Rebecca;07/09/2023;01/05/2024;Content Writing;PeoplePerHour;Expert;UK;Mobile Banking;243;1698;644;995;461;43;Hourly;1595;227
51;263;263;263;Cole;Benjamin;15/06/2023;13/08/2024;SEO;Freelancer;Beginner;Australia;Mobile Banking;248;6431;5373;570;304;50;Fixed;4842;110
52;264;264;264;Bailey;Shirley;04/11/2023;18/12/2024;App Development;PeoplePerHour;Intermediate;USA;Crypto;73;2431;5565;7592;493;74;Hourly;366;321
53;265;265;265;Fisher;Edward;26/12/2023;23/04/2024;Content Writing;Fiverr;Expert;USA;Mobile Banking;99;155;5042;9387;445;81;Hourly;525;14
54;266;266;266;Simmons;Dorothy;28/09/2023;27/03/2024;Digital Marketing;PeoplePerHour;Expert;UK;Mobile Banking;81;5868;6901;8704;361;13;Fixed;3721;176
55;267;267;267;Parker;Douglas;28/10/2023;07/10/2024;Web Development;Toptal;Expert;Asia;PayPal;175;9936;5933;8485;466;30;Hourly;2682;161
56;268;268;268;Robinson;Marie;23/02/2023;12/02/2025;Data Entry;PeoplePerHour;Beginner;Asia;Crypto;5;9975;9876;8512;356;57;Hourly;1665;38
57;269;269;269;Evans;Peter;05/07/2023;15/06/2024;App Development;Upwork;Expert;Australia;Bank Transfer;66;431;8346;6797;475;30;Hourly;3204;25
58;270;270;270;Gomez;Alice;02/04/2023;02/01/2024;Web Development;PeoplePerHour;Intermediate;USA;PayPal;211;4406;3015;6468;323;71;Hourly;1677;111
59;271;271;271;Hernandez;Arthur;26/05/2023;23/09/2024;Data Entry;Toptal;Expert;Europe;Bank Transfer;158;5968;7395;9047;441;10;Fixed;2238;452
60;272;272;272;Cook;Sandra;17/09/2023;16/12/2024;Graphic Design;Upwork;Beginner;UK;Mobile Banking;278;1366;2536;9051;408;66;Hourly;7911;431
61;273;273;273;Morris;Samuel;26/07/2023;13/03/2024;Graphic Design;Freelancer;Expert;Middle East;Mobile Banking;52;5504;7932;9335;319;83;Hourly;4109;472
62;274;274;274;Diaz;Virginia;25/08/2023;09/12/2024;Content Writing;Upwork;Beginner;Europe;Bank Transfer;141;4124;1902;9566;348;39;Fixed;4723;50
63;275;275;275;James;Jackie;21/05/2023;28/09/2024;SEO;Fiverr;Beginner;Australia;Mobile Banking;5;4854;4999;7557;302;37;Hourly;7115;481
64;276;276;276;Martinez;Jason;24/06/2023;02/09/2024;Graphic Design;Upwork;Intermediate;Middle East;Mobile Banking;239;956;8011;7508;394;3;Fixed;7969;366
65;277;277;277;Taylor;Craig;17/07/2023;17/04/2024;Customer Support;Freelancer;Intermediate;Europe;PayPal;260;7671;3161;8991;36;89;Hourly;5079;387
66;278;278;278;Allen;Ruth;13/07/2023;26/02/2024;Content Writing;PeoplePerHour;Expert;USA;Bank Transfer;111;712;8453;825;42;34;Fixed;6687;97
67;279;279;279;Clark;Brenda;27/01/2023;27/04/2024;App Development;Upwork;Beginner;Asia;PayPal;177;6768;6619;851;359;86;Hourly;3289;410
68;280;280;280;Adams;Doris;16/01/2023;17/01/2024;Web Development;Upwork;Beginner;USA;Bank Transfer;134;8704;4276;8979;36;38;Fixed;314;374
69;281;281;281;Lopez;Gary;10/05/2023;04/04/2024;Graphic Design;Upwork;Intermediate;Middle East;PayPal;298;992;4522;945;449;14;Hourly;3819;169
70;282;282;282;Walker;Jacqueline;19/05/2023;14/05/2024;Customer Support;Upwork;Intermediate;Canada;Crypto;44;8399;9297;669;31;64;Fixed;5708;55
71;283;283;283;White;Louis;21/10/2023;16/12/2024;Web Development;Freelancer;Expert;Asia;Crypto;20;6465;2569;6878;481;39;Fixed;5775;220
72;284;284;284;Young;Tammy;13/06/2023;01/11/2024;Web Development;Toptal;Beginner;UK;Bank Transfer;131;3359;7087;547;47;54;Fixed;3207;324
73;285;285;285;Hernandez;Henry;08/03/2023;15/01/2025;SEO;Toptal;Intermediate;Middle East;Crypto;207;1376;7219;7891;434;2;Fixed;1932;145
74;286;286;286;Hall;Susan;27/03/2023;15/01/2025;Graphic Design;Upwork;Expert;Australia;PayPal;138;2156;9263;518;419;43;Fixed;5427;444
75;287;287;287;Roberts;Donald;16/03/2023;24/02/2025;Web Development;Freelancer;Beginner;UK;Bank Transfer;263;4849;7275;7328;478;53;Hourly;1898;259
76;288;288;288;Miller;Christine;27/09/2023;07/01/2024;SEO;Freelancer;Beginner;Europe;Crypto;18;8889;6052;7713;337;3;Hourly;5049;128
77;289;289;289;Nelson;Arthur;20/09/2023;30/01/2025;SEO;Upwork;Intermediate;Asia;Crypto;70;2988;9074;6433;316;41;Fixed;5854;49
78;290;290;290;Evans;Teresa;07/08/2023;26/03/2024;Graphic Design;Fiverr;Expert;Australia;Bank Transfer;199;2533;8377;7954;348;8;Fixed;5904;339
79;291;291;291;Allen;Douglas;14/12/2023;14/03/2024;SEO;Upwork;Intermediate;Australia;Crypto;118;1425;7309;5153;459;75;Hourly;6274;325
80;292;292;292;Garcia;Albert;19/05/2023;09/01/2025;Graphic Design;Fiverr;Expert;USA;Crypto;163;7906;809;5187;307;63;Hourly;711;403
81;293;293;293;Collins;Jack;13/08/2023;18/09/2024;Customer Support;Upwork;Beginner;Europe;Bank Transfer;165;294;4048;9113;417;65;Fixed;450;19
82;294;294;294;Russell;Martha;17/05/2023;23/11/2024;Graphic Design;Fiverr;Expert;USA;Crypto;258;2398;6503;6801;499;79;Hourly;6112;173
83;295;295;295;Ramirez;George;08/10/2023;17/08/2024;Data Entry;Fiverr;Expert;USA;Crypto;19;9109;5461;5635;471;4;Fixed;5334;282
84;296;296;296;Parker;Judy;14/11/2023;20/02/2024;Web Development;Upwork;Expert;Asia;Crypto;41;529;3534;7611;404;68;Fixed;2306;25
85;297;297;297;Brooks;Dennis;05/09/2023;27/01/2024;Customer Support;Fiverr;Expert;Canada;Crypto;159;1985;1872;885;313;10;Fixed;118;159
86;298;298;298;Watson;Barbara;20/03/2023;05/01/2024;Digital Marketing;PeoplePerHour;Expert;USA;Mobile Banking;31;5807;5753;6079;466;75;Hourly;2992;9
87;299;299;299;Burns;Daniel;04/08/2023;06/07/2024;Graphic Design;Toptal;Intermediate;UK;Bank Transfer;16;137;3216;8114;42;50;Fixed;4101;81
88;300;300;300;Baker;Nancy;24/09/2023;23/08/2024;Web Development;Freelancer;Expert;Australia;Mobile Banking;71;9482;2714;5427;323;23;Hourly;532;255
89;301;301;301;Watson;Brandon;03/06/2023;07/02/2024;App Development;Fiverr;Expert;Asia;Mobile Banking;34;8814;429;5258;319;61;Hourly;695;104
90;302;302;302;Harris;Patricia;15/11/2023;02/01/2025;SEO;Fiverr;Beginner;USA;PayPal;100;9055;7962;7657;482;47;Hourly;2374;139
91;303;303;303;Martinez;Victor;26/06/2023;12/08/2024;Content Writing;Freelancer;Expert;Middle East;Mobile Banking;219;228;5135;7703;434;3;Hourly;1879;201
92;304;304;304;Evans;Rachel;04/08/2023;15/01/2025;Graphic Design;Fiverr;Beginner;UK;Mobile Banking;198;9967;2557;8187;466;17;Fixed;7744;343
93;305;305;305;Collins;Henry;15/05/2023;11/01/2025;SEO;Freelancer;Intermediate;Europe;PayPal;139;212;1611;863;476;22;Fixed;1756;23
94;306;306;306;Gonzalez;Betty;20/06/2023;16/02/2025;SEO;Upwork;Intermediate;Australia;Crypto;294;2690;524;9879;414;16;Hourly;4349;372
95;307;307;307;Wright;Steven;05/08/2023;17/04/2024;SEO;PeoplePerHour;Expert;Asia;Crypto;36;9247;8046;7582;403;80;Fixed;5099;434
96;308;308;308;Perry;Maria;17/07/2023;06/04/2024;SEO;PeoplePerHour;Intermediate;Middle East;Mobile Banking;43;2398;6702;6615;386;3;Hourly;479;421
97;309;309;309;Cole;Charles;18/11/2023;08/11/2024;SEO;Toptal;Expert;Asia;PayPal;210;2471;2705;8976;363;52;Fixed;1602;45
98;310;310;310;Mitchell;Lori;18/04/2023;18/01/2024;Graphic Design;Fiverr;Intermediate;Asia;Crypto;47;4348;4649;6354;387;33;Fixed;1399;216
99;311;311;311;Ward;Paul;11/05/2023;19/01/2024;App Development;Toptal;Expert;Middle East;PayPal;263;4192;8625;7195;455;42;Fixed;1738;391
100;312;312;312;Gonzalez;Katie;21/07/2023;18/12/2024;Digital Marketing;Upwork;Expert;Europe;Bank Transfer;253;4553;2188;5392;42;2;Fixed;5099;54
101;313;313;313;Perez;Adam;07/03/2023;17/11/2024;Data Entry;PeoplePerHour;Beginner;Middle East;Bank Transfer;78;1267;5555;5127;479;39;Fixed;481;77
102;314;314;314;Simmons;Shannon;26/09/2023;12/12/2024;SEO;Upwork;Beginner;UK;Bank Transfer;278;2524;3884;9813;389;46;Fixed;2636;490
103;315;315;315;Brown;Daniel;02/02/2023;16/01/2025;SEO;Upwork;Beginner;Asia;Bank Transfer;194;979;168;918;421;48;Hourly;5464;158
104;316;316;316;Robinson;Lillian;20/06/2023;25/04/2024;Data Entry;Fiverr;Beginner;Europe;Mobile Banking;142;8008;974;848;426;27;Fixed;674;343
105;317;317;317;King;Robert;18/09/2023;12/09/2024;App Development;Upwork;Expert;Asia;Bank Transfer;286;8558;5781;7045;418;15;Fixed;1291;271
106;318;318;318;Johnson;Linda;17/07/2023;09/01/2024;Customer Support;PeoplePerHour;Intermediate;Middle East;Bank Transfer;170;1552;697;5866;441;7;Fixed;4487;147
1;319;319;319;Smith;James;25/12/2023;11/10/2024;Web Development;Toptal;Beginner;Europe;PayPal;282;470;1483;5782;347;57;Hourly;5825;37
2;320;320;320;Johnson;Mary;16/04/2023;29/07/2024;App Development;PeoplePerHour;Beginner;Europe;Crypto;30;5880;3802;6251;402;42;Fixed;2766;110
